레시피ID,레시피명,메뉴 대분류,세부 카테고리,주재료,조리 유형,상황 태그,식사 유형,매운맛,기준 인분,재료명,재료 분량,재료 수,총 소요 시간(분),난이도,필요 도구,설거지 수준,조리 단계 수,조리 단계,단계별 시간,불 세기,보관 방법,재가열 방법,대체 재료,생략 가능 재료,초보 팁,실패 방지 팁,초보 적합도(5점),1인 가구 적합도(5점)
R0011,감자채볶음,반찬,볶음,"[감자, 양파, 당근]",[볶기],"[원팬 요리, 도시락 가능, 밥반찬, 남은 재료 활용]",[점심·저녁],없음,1인분,"[감자, 양파, 당근, 식용유, 소금, 후추, 통깨]","[1개(200g), 1/4개(50g), 20g, 10ml(2작은술), 1.5g, 0.1g, 1g]",7,18,쉬움,"[칼, 도마, 채칼(선택), 프라이팬, 뒤집개]",보통,6,"[1. 감자는 0.3cm 두께로 채 썰어 찬물에 5분 담근 뒤 물기를 뺀다. ,  2. 양파와 당근도 감자와 비슷한 굵기로 채 썬다. ,  3. 프라이팬에 식용유를 두르고 중불에서 당근과 양파를 1분 볶는다. ,  4. 감자와 소금 1g을 넣고 3분 볶는다. ,  5. 물 15ml(1큰술)를 넣고 뚜껑을 덮어 약불에서 3분 익힌다. ,  6. 뚜껑을 열고 남은 소금, 후추를 넣어 2분 볶은 뒤 통깨를 뿌린다.]","[1. 5분 ,  2. 약 1분 ,  3. 1분 ,  4. 3분 ,  5. 3분 ,  6. 2분]","[1. 불 사용 없음 ,  2. 불 사용 없음 ,  3. 중불 ,  4. 중불 ,  5. 약불 ,  6. 약불]",밀폐 냉장 2일; 냉동은 식감이 떨어져 비추천,전자레인지 700W에서 1분 데운다,[식용유는 들기름 5ml+식용유 5ml로 바꿀 수 있다],[당근과 양파는 각각 생략 가능],"재료와 양념을 불을 켜기 전에 모두 꺼내 두고, 팬에 물이 생기지 않도록 한 번에 너무 많이 넣지 않는다.",감자채 굵기가 들쭉날쭉하면 익는 시간이 달라진다. 0.3cm 안팎으로 맞춘다.,4,5
R0012,계란국,국·탕,국,[계란],[끓이기],"[10분 이하, 냄비 하나, 칼 없이 가능, 설거지 적음, 아침 식사, 남은 재료 활용]","[아침, 점심·저녁]",없음,1인분,"[계란, 물, 대파, 국간장, 다진 마늘, 소금, 후추, 참기름]","[1개(50g), 450ml, 10g, 7.5ml(1/2큰술), 2g(1/2작은술), 0.8g, 0.1g, 2.5ml(1/2작은술)]",8,10,매우 쉬움,"[냄비, 볼, 젓가락, 국자]",적음,6,"[1. 계란은 볼에 깨서 흰자와 노른자가 섞이도록 20회 정도 푼다. ,  2. 냄비에 물을 넣고 센불에서 끓인다. ,  3. 물이 끓으면 국간장, 다진 마늘, 소금을 넣는다. ,  4. 국물을 한 방향으로 저으며 계란물을 가늘게 붓는다. ,  5. 30초 기다린 뒤 대파와 후추를 넣고 1분 끓인다. ,  6. 불을 끄고 참기름을 넣어 마무리한다.]","[1. 약 1분 ,  2. 약 2분 ,  3. 약 2분 ,  4. 약 1분 ,  5. 30초 + 1분 ,  6. 약 1분]","[1. 불 사용 없음 ,  2. 센 불 ,  3. 센 불 ,  4. 불 사용 없음 ,  5. 센 불 ,  6. 불 끔]",밀폐 냉장 2일; 냉동은 비추천,냄비에서 완전히 끓여 1분 더 가열한다,[국간장은 진간장 5ml+소금 0.3g으로 대체 가능],[대파와 참기름은 생략 가능],"재료를 비슷한 크기로 썰고, 끓기 시작한 뒤 불을 낮춘 다음 마지막에 간을 맞춘다.",계란물을 굵게 붓거나 바로 젓으면 덩어리가 작고 국물이 탁해진다. 가늘게 붓고 잠시 기다린다.,5,5
R0013,계란말이,반찬,계란 요리,"[계란, 당근]",[굽기],"[15분 이하, 원팬 요리, 도시락 가능, 밥반찬]",[점심·저녁],없음,1인분,"[계란, 대파, 당근, 소금, 설탕, 물, 식용유]","[3개(150g), 10g, 15g, 1g, 2g(1/2작은술), 15ml(1큰술), 10ml(2작은술)]",7,15,보통,"[칼, 도마, 볼, 젓가락, 사각 또는 소형 프라이팬, 뒤집개]",보통,7,"[1. 대파와 당근을 0.3cm 이하로 아주 잘게 다진다. ,  2. 볼에 계란, 소금, 설탕, 물을 넣고 풀어 채소를 섞는다. ,  3. 팬에 식용유를 얇게 바르고 약불에서 40초 예열한다. ,  4. 계란물 1/3을 부어 바닥이 익고 윗면이 반쯤 촉촉할 때 한쪽부터 말아준다. ,  5. 말아둔 계란을 팬 끝으로 옮기고 기름을 소량 바른 뒤 계란물 1/3을 부어 기존 말이 아래까지 흐르게 한다. ,  6. 같은 방법으로 두 번 더 말고 약불에서 앞뒤와 옆면을 각각 30초씩 익힌다. ,  7. 도마에서 2분 식힌 뒤 1.5cm 두께로 썬다.]","[1. 약 1분 ,  2. 약 1분 ,  3. 40초 ,  4. 약 1분 ,  5. 약 1분 ,  6. 30초 ,  7. 2분]","[1. 불 사용 없음 ,  2. 불 사용 없음 ,  3. 약불 ,  4. 약불 ,  5. 약불 ,  6. 약불 ,  7. 불 사용 없음]",밀폐 냉장 2일; 냉동은 수분이 빠져 비추천,전자레인지 700W에서 40~60초 데운다,[물은 우유 15ml로 대체 가능],[대파와 당근은 생략 가능],재료 표면의 물기를 닦고 팬을 충분히 예열한 뒤 올리면 달라붙음과 물 생김을 줄일 수 있다.,불이 세면 겉이 마르고 말 때 찢어진다. 처음부터 끝까지 약불을 유지하고 윗면이 완전히 익기 전에 만다.,3,4
R0014,계란볶음밥,볶음밥,볶음밥,"[밥, 계란]","[전자레인지, 볶기]","[15분 이하, 원팬 요리, 전자레인지, 도시락 가능, 든든한 한 끼, 남은 재료 활용]",[점심·저녁],없음,1인분,"[밥, 계란, 대파, 식용유, 진간장, 소금, 후추, 참기름]","[200g, 2개(100g), 20g, 10ml(2작은술), 7.5ml(1/2큰술), 0.5g, 0.1g, 2.5ml(1/2작은술)]",8,12,매우 쉬움,"[칼, 도마, 볼, 프라이팬, 뒤집개]",보통,6,"[1. 찬밥은 전자레인지 700W에서 40초 데워 덩어리를 풀고 대파는 송송 썬다. ,  2. 계란은 볼에 깨서 소금과 함께 푼다. ,  3. 프라이팬에 식용유를 두르고 중불에서 대파를 1분 볶는다. ,  4. 계란물을 넣고 60% 정도 익었을 때 밥을 넣는다. ,  5. 밥알을 눌러 풀면서 3분 볶는다. ,  6. 팬 가장자리에 진간장을 넣어 10초 끓인 뒤 전체를 섞고 후추와 참기름으로 마무리한다.]","[1. 40초 ,  2. 약 1분 ,  3. 1분 ,  4. 약 1분 ,  5. 3분 ,  6. 10초]","[1. 전자레인지 700W ,  2. 불 사용 없음 ,  3. 중불 ,  4. 중불 ,  5. 중불 ,  6. 중불]",가능하면 즉시 먹는다; 남으면 빠르게 식혀 밀폐 냉장 1일,"전자레인지 700W에서 2분, 중간에 한 번 섞어 중심까지 뜨겁게 데운다","[대파는 양파 30g으로 대체 가능,  진간장은 소금 0.8g으로 대체 가능]",[참기름은 생략 가능],밥은 미리 따뜻하게 풀어 두고 양념은 절반만 먼저 넣은 뒤 맛을 보고 추가한다.,차갑고 딱딱한 밥을 바로 넣으면 덩어리가 남는다. 40초만 데워 미리 풀어둔다.,5,5
R0015,계란샐러드,샐러드,샐러드,[계란],"[삶기, 무치기]",[냄비 하나],[점심·저녁],없음,1인분,"[계란, 마요네즈, 머스터드, 설탕, 소금, 후추, 다진 오이피클]","[2개(100g), 20g(1큰술+1작은술), 5g(1작은술), 2g(1/2작은술), 0.5g, 0.1g, 15g]",7,18,매우 쉬움,"[냄비, 볼, 포크, 칼, 도마]",보통,5,"[1. 냄비에 계란과 계란이 잠길 만큼의 찬물을 넣고 센불에서 끓인다. ,  2. 물이 끓기 시작하면 중불로 낮춰 10분 삶는다. ,  3. 삶은 계란을 찬물에 3분 식힌 뒤 껍질을 벗긴다. ,  4. 계란을 볼에 넣고 포크로 0.5cm 정도 덩어리가 남게 으깬다. ,  5. 마요네즈, 머스터드, 설탕, 소금, 후추, 다진 피클을 넣고 섞는다.]","[1. 약 2분 ,  2. 10분 ,  3. 3분 ,  4. 약 1분 ,  5. 약 1분]","[1. 센 불 ,  2. 중불 ,  3. 불 사용 없음 ,  4. 불 사용 없음 ,  5. 불 사용 없음]",밀폐 냉장 2일; 냉동은 비추천,차갑게 먹고 재가열하지 않는다,[오이피클은 오이 20g으로 대체하거나 생략 가능],[오이피클은 오이 20g으로 대체하거나 생략 가능; 머스터드는 생략 가능],채소의 물기를 충분히 뺀 뒤 먹기 직전에 양념하면 물이 덜 생기고 간도 흐려지지 않는다.,뜨거운 계란에 마요네즈를 넣으면 기름이 분리된다. 계란을 완전히 식힌 뒤 섞는다.,5,5
R0016,계란장,반찬,절임,"[계란, 양파]","[삶기, 절이기]","[냄비 하나, 도시락 가능, 밥반찬]",[점심·저녁],없음,1인분,"[계란, 물, 진간장, 설탕, 식초, 대파, 양파, 통깨]","[2개(100g), 100ml, 60ml(4큰술), 10g(2작은술), 5ml(1작은술), 15g, 30g, 2g(1/2작은술)]",8,20,쉬움,"[냄비, 밀폐용기, 칼, 도마, 계량컵]",보통,6,"[1. 냄비에 계란과 잠길 만큼의 찬물을 넣고 끓인다. ,  2. 물이 끓으면 중불로 낮춰 반숙은 7분, 완숙은 10분 삶는다. ,  3. 계란을 찬물에 5분 식힌 뒤 껍질을 벗긴다. ,  4. 냄비에 물, 진간장, 설탕을 넣고 1분 끓인 뒤 불을 끄고 식초를 넣어 완전히 식힌다. ,  5. 대파와 양파를 잘게 썰어 밀폐용기에 계란과 함께 담는다. ,  6. 식힌 간장물과 통깨를 붓고 냉장고에서 6시간 이상 숙성한다.]","[1. 약 2분 ,  2. 반숙 7분 / 완숙 10분 ,  3. 5분 ,  4. 1분 ,  5. 약 3분 ,  6. 6시간]","[1. 중불 ,  2. 중불 ,  3. 불 사용 없음 ,  4. 불 끔 ,  5. 불 사용 없음 ,  6. 불 사용 없음]","반숙 계란장은 밀폐 냉장 2일, 완숙은 3일 이내 섭취; 재가열하지 말고 깨끗한 도구로 꺼낸다; 냉동 금지",재가열하지 말고 깨끗한 도구로 꺼낸다,[식초는 레몬즙 5ml로 대체 가능],[대파·양파·통깨는 생략 가능],계란은 작은 그릇에 먼저 깨서 껍데기를 확인한 뒤 넣으면 조리 중 실수를 줄일 수 있다.,뜨거운 간장물을 계란에 부으면 계란이 더 익고 용기 내부 온도가 오래 높게 유지된다. 간장물을 완전히 식힌다.,4,4
R0017,계란죽,죽,죽,"[밥, 계란]",[끓이기],"[15분 이하, 냄비 하나, 칼 없이 가능, 설거지 적음, 아침 식사, 든든한 한 끼, 남은 재료 활용]","[아침, 점심·저녁]",없음,1인분,"[밥, 계란, 물, 국간장, 소금, 참기름, 대파, 김가루]","[150g, 1개(50g), 450ml, 5ml(1작은술), 0.8g, 5ml(1작은술), 8g, 2g]",8,15,매우 쉬움,"[냄비, 볼, 젓가락, 국자]",적음,6,"[1. 냄비에 밥과 물을 넣고 밥알 덩어리를 풀어준다. ,  2. 센불에서 끓인 뒤 중약불로 낮춰 7분간 저어가며 끓인다. ,  3. 계란은 볼에 깨서 완전히 푼다. ,  4. 죽이 걸쭉해지면 국간장과 소금을 넣는다. ,  5. 계란물을 가늘게 붓고 30초 후 한 번 저어 1분 더 익힌다. ,  6. 불을 끄고 참기름, 대파, 김가루를 올린다.]","[1. 약 1분 ,  2. 7분 ,  3. 약 1분 ,  4. 약 1분 ,  5. 30초 + 1분 ,  6. 약 1분]","[1. 불 사용 없음 ,  2. 센 불→중약불 ,  3. 불 사용 없음 ,  4. 불 사용 없음 ,  5. 중불 ,  6. 불 끔]",밀폐 냉장 1일,"냄비에 물 30~50ml를 추가해 완전히 끓이거나 전자레인지 700W에서 2분, 중간에 한 번 섞는다",[국간장은 진간장 3ml로 대체 가능],[대파와 김가루는 생략 가능],"냄비 바닥을 긁듯 저으며 중약불을 유지하고, 되직하면 물을 30ml씩 추가해 농도를 맞춘다.",죽은 식으면서 더 되직해진다. 조리 중 너무 걸쭉하면 물을 30ml씩 추가한다.,5,5
R0018,계란찜,반찬,계란찜,[계란],"[전자레인지, 찌기]","[10분 이하, 전자레인지, 칼 없이 가능, 불 없이 가능, 설거지 적음, 도시락 가능, 아침 식사, 밥반찬]","[아침, 점심·저녁]",없음,1인분,"[계란, 물, 국간장, 소금, 대파, 참기름]","[2개(100g), 120ml, 5ml(1작은술), 0.5g, 8g, 2.5ml(1/2작은술)]",6,10,매우 쉬움,"[전자레인지용 깊은 용기, 볼, 젓가락, 랩 또는 뚜껑]",적음,7,"[1. 계란을 볼에 깨서 흰자 끈이 풀리도록 충분히 젓는다. ,  2. 물, 국간장, 소금을 넣고 다시 섞는다. ,  3. 계란물을 전자레인지용 깊은 용기에 붓고 대파를 올린다. ,  4. 뚜껑을 완전히 닫지 말고 살짝 덮어 700W에서 2분 돌린다. ,  5. 꺼내 가장자리와 가운데를 젓가락으로 한 번 섞는다. ,  6. 다시 700W에서 1분 30초 돌리고 가운데가 묽으면 20초씩 추가 가열한다. ,  7. 표면이 굳고 흔들었을 때 물이 흐르지 않으면 참기름을 뿌린다.]","[1. 약 1분 ,  2. 약 1분 ,  3. 약 1분 ,  4. 2분 ,  5. 약 1분 ,  6. 1분 30초 + 20초 ,  7. 약 1분]","[1. 불 사용 없음 ,  2. 불 사용 없음 ,  3. 불 사용 없음 ,  4. 전자레인지 700W ,  5. 불 사용 없음 ,  6. 전자레인지 700W ,  7. 불 사용 없음]",가능하면 바로 먹는다; 남으면 냉장 1일; 냉동은 비추천,전자레인지 700W에서 30초씩 나눠 데운다,"[국간장은 소금 0.8g으로 대체 가능,  물 대신 우유 120ml 사용 가능]",[대파와 참기름은 생략 가능],계란은 작은 그릇에 먼저 깨서 껍데기를 확인한 뒤 넣으면 조리 중 실수를 줄일 수 있다.,한 번에 오래 돌리면 넘치고 구멍이 크게 생긴다. 깊은 용기를 쓰고 2회로 나눠 가열한다.,5,5
R0019,계란토스트,샌드위치·토스트,토스트,"[식빵, 계란, 양배추]","[굽기, 조립하기]","[15분 이하, 원팬 요리, 도시락 가능, 아침 식사, 든든한 한 끼, 남은 재료 활용]","[아침, 점심·저녁]",없음,1인분,"[식빵, 계란, 양배추, 당근, 소금, 식용유, 버터, 설탕, 케첩]","[2장(70g), 1개(50g), 50g, 15g, 0.5g, 5ml(1작은술), 5g, 4g(1작은술), 15g(1큰술)]",9,15,쉬움,"[칼, 도마, 볼, 프라이팬, 뒤집개]",보통,6,"[1. 양배추와 당근을 0.3cm 굵기로 가늘게 채 썬다. ,  2. 볼에 계란, 채소, 소금을 넣고 고루 섞는다. ,  3. 프라이팬에 식용유를 두르고 중약불에서 채소 계란물을 식빵 크기로 펼친다. ,  4. 앞뒤로 각각 2분씩 익혀 계란 속까지 굳으면 꺼낸다. ,  5. 같은 팬에 버터를 녹이고 식빵 양면을 각각 1분 굽는다. ,  6. 식빵 한 장에 설탕과 케첩을 바르고 계란부침을 올린 뒤 나머지 식빵으로 덮는다.]","[1. 약 1분 ,  2. 약 1분 ,  3. 약 1분 ,  4. 총 4분(앞뒤 각 2분) ,  5. 1분 ,  6. 약 1분]","[1. 불 사용 없음 ,  2. 불 사용 없음 ,  3. 중약불 ,  4. 중약불 ,  5. 중약불 ,  6. 불 사용 없음]",완성 후 바로 먹는다; 랩으로 싸서 냉장 1일 가능하나 눅눅해진다,마른 팬에 약불로 앞뒤 1분씩 데운다,[버터는 식용유 2.5ml로 대체 가능],[당근은 생략 가능; 설탕은 생략 가능],"속재료를 식힌 뒤 빵에 넣고, 수분 많은 채소는 키친타월로 닦으면 빵이 덜 눅눅해진다.",채소를 너무 많이 넣으면 계란부침이 찢어진다. 채소 총량을 70g 이하로 유지한다.,4,5
R0020,계란프라이,반찬,계란 요리,[계란],[굽기],"[10분 이하, 재료 5개 이하, 원팬 요리, 칼 없이 가능, 설거지 적음, 아침 식사, 밥반찬]","[아침, 점심·저녁]",없음,1인분,"[계란, 식용유, 소금, 후추]","[1개(50g), 5ml(1작은술), 0.3g, 0.05g]",4,5,매우 쉬움,"[프라이팬, 뒤집개, 작은 그릇]",적음,5,"[1. 계란을 작은 그릇에 먼저 깨서 껍데기가 들어가지 않았는지 확인한다. ,  2. 프라이팬에 식용유를 두르고 중약불에서 30초 예열한다. ,  3. 계란을 팬 가까이에서 천천히 붓는다. ,  4. 반숙은 뚜껑 없이 2분 30초, 완숙은 물 5ml를 넣고 뚜껑을 덮어 4분 익힌다. ,  5. 흰자가 완전히 하얗게 익으면 소금과 후추를 뿌려 꺼낸다.]","[1. 약 1분 ,  2. 30초 ,  3. 약 1분 ,  4. 반숙 2분 30초 / 완숙 4분 ,  5. 약 1분]","[1. 불 사용 없음 ,  2. 중약불 ,  3. 중약불 ,  4. 중약불 ,  5. 중약불]",즉시 섭취 권장; 남으면 밀폐 냉장 1일,전자레인지 700W에서 20초씩 데우되 노른자가 터질 수 있어 젓가락으로 구멍을 낸다,[식용유는 버터 5g으로 대체 가능],[후추는 생략 가능],재료 표면의 물기를 닦고 팬을 충분히 예열한 뒤 올리면 달라붙음과 물 생김을 줄일 수 있다.,센불은 밑면만 타게 한다. 중약불을 유지하고 완숙은 물과 뚜껑으로 윗면까지 익힌다.,5,5
R0021,고구마맛탕,간식·야식,맛탕,[고구마],"[전자레인지, 조리기, 튀기기]","[재료 5개 이하, 원팬 요리, 전자레인지, 야식]","[간식, 야식]",없음,1인분,"[고구마, 식용유, 설탕, 물, 검은깨]","[1개(250g), 20ml(1큰술+1작은술), 20g(1큰술+2작은술), 15ml(1큰술), 1g]",5,25,쉬움,"[칼, 도마, 전자레인지용 용기, 프라이팬, 뒤집개]",보통,7,"[1. 고구마는 깨끗이 씻어 껍질째 2cm 크기로 썬다. ,  2. 전자레인지용 용기에 고구마와 물 15ml를 넣고 덮어 700W에서 4분 익힌다. ,  3. 고구마 표면 물기를 닦고 프라이팬에 식용유를 두른 뒤 중불에서 5분 굴려가며 굽는다. ,  4. 고구마를 접시에 잠시 꺼내고 팬의 기름을 닦아낸다. ,  5. 팬에 설탕과 물 15ml를 넣고 약불에서 젓지 말고 2~3분 끓인다. ,  6. 시럽이 연한 갈색이 되면 고구마를 넣고 빠르게 굴려 코팅한다. ,  7. 종이포일이나 기름 바른 접시에 서로 떨어뜨려 놓고 검은깨를 뿌린다.]","[1. 약 3분 ,  2. 4분 ,  3. 5분 ,  4. 약 1분 ,  5. 2~3분 ,  6. 약 1분 ,  7. 약 1분]","[1. 불 사용 없음 ,  2. 전자레인지 700W ,  3. 중불 ,  4. 중불 ,  5. 약불 ,  6. 약불 ,  7. 불 사용 없음]",당일 섭취가 가장 좋다; 밀폐 냉장 1일,에어프라이어 170℃에서 4분 데운다; 전자레인지는 눅눅해질 수 있다,"[검은깨는 통깨로 대체하거나 생략 가능,  설탕 10g+올리고당 15g으로 대체 가능]",[검은깨는 통깨로 대체하거나 생략 가능],재료 표면의 물기를 완전히 제거하고 기름은 중불에서 천천히 달군 뒤 한꺼번에 많이 넣지 않는다.,설탕 시럽을 젓으면 결정이 생길 수 있다. 팬 손잡이를 가볍게 돌려 섞고 갈색이 진해지기 전에 불을 끈다.,3,3
R0022,고등어 무조림,메인요리,조림,"[고등어, 무]",[조리기],"[냄비 하나, 도시락 가능, 냉동 가능, 든든한 한 끼, 밥반찬]",[점심·저녁],매움,1인분,"[손질 고등어, 무, 대파, 물, 고춧가루, 진간장, 고추장, 설탕, 맛술, 다진 마늘, 생강가루]","[1토막(180g), 150g, 15g, 250ml, 7g(1큰술), 20ml(1큰술+1작은술), 10g(2작은술), 5g(1작은술), 15ml(1큰술), 5g(1작은술), 0.2g(선택)]",11,35,보통,"[칼, 도마, 냄비, 국자, 집게]",보통,7,"[1. 고등어는 흐르는 물에 빠르게 씻고 키친타월로 물기를 닦는다. ,  2. 무는 1cm 두께 반달 모양, 대파는 4cm 길이로 썬다. ,  3. 냄비 바닥에 무를 깔고 물을 부어 센불에서 끓인 뒤 중불로 8분 익힌다. ,  4. 고춧가루, 진간장, 고추장, 설탕, 맛술, 다진 마늘, 생강가루를 섞어 양념장을 만든다. ,  5. 무 위에 고등어를 올리고 양념장을 고르게 얹는다. ,  6. 중약불에서 뚜껑을 반쯤 덮고 15분 조리하며 국물을 두세 번 끼얹는다. ,  7. 대파를 넣고 3분 더 끓여 무가 부드럽고 생선살이 불투명하게 익으면 마무리한다.]","[1. 약 3분 ,  2. 약 1분 ,  3. 8분 ,  4. 약 1분 ,  5. 약 1분 ,  6. 15분 ,  7. 3분]","[1. 불 사용 없음 ,  2. 불 사용 없음 ,  3. 센 불→중불 ,  4. 불 사용 없음 ,  5. 불 사용 없음 ,  6. 중약불 ,  7. 중약불]",조리 후 2시간 안에 냉장하고 1일 이내 섭취; 냉동은 1주 가능하나 무 식감이 떨어진다,냄비에서 국물까지 완전히 끓여 2분 가열,"[맛술은 물 15ml로 대체 가능,  무는 감자 150g으로 대체 가능]",[생강가루는 생략 가능],"양념은 불을 켜기 전에 한 그릇에 미리 섞고, 국물이 빨리 줄면 물을 1큰술씩 보충한다.",생선을 자주 뒤집으면 살이 부서진다. 뒤집지 말고 국물을 위에 끼얹어 익힌다.,2,3
R0023,고등어구이,메인요리,구이,[고등어],[굽기],"[재료 5개 이하, 원팬 요리, 칼 없이 가능, 설거지 적음, 도시락 가능, 든든한 한 끼, 밥반찬]",[점심·저녁],없음,1인분,"[손질 고등어, 소금, 식용유, 레몬즙]","[1토막(180g), 0.8g, 5ml(1작은술), 5ml(1작은술, 선택)]",4,18,쉬움,"[키친타월, 프라이팬, 뚜껑, 집게]",적음,6,"[1. 고등어의 잔가시를 확인하고 키친타월로 표면 물기를 충분히 닦는다. ,  2. 살 쪽에 소금을 뿌리고 5분 둔다. ,  3. 프라이팬에 식용유를 얇게 바르고 중불에서 1분 예열한다. ,  4. 고등어를 껍질 쪽이 아래로 가게 올리고 뚜껑을 덮어 중약불에서 5분 굽는다. ,  5. 뒤집어 뚜껑 없이 4분 더 굽는다. ,  6. 가장 두꺼운 부분의 살이 불투명하고 쉽게 벌어지면 접시에 담아 레몬즙을 뿌린다.]","[1. 약 1분 ,  2. 5분 ,  3. 1분 ,  4. 5분 ,  5. 4분 ,  6. 약 1분]","[1. 불 사용 없음 ,  2. 불 사용 없음 ,  3. 중불 ,  4. 중약불 ,  5. 중약불 ,  6. 불 사용 없음]",가능하면 즉시 먹는다; 남으면 밀폐 냉장 1일,에어프라이어 170℃ 4분 또는 마른 팬 약불 3분 재가열,[식용유 대신 종이포일을 깔아도 된다],[레몬즙은 생략 가능],재료 표면의 물기를 닦고 팬을 충분히 예열한 뒤 올리면 달라붙음과 물 생김을 줄일 수 있다.,물기가 남으면 기름이 튀고 껍질이 달라붙는다. 굽기 전 표면을 완전히 닦고 껍질 쪽부터 충분히 익힌다.,3,4
R0024,고추장찌개,찌개,찌개,"[돼지고기, 감자, 애호박]","[볶기, 끓이기]","[냄비 하나, 설거지 적음, 든든한 한 끼, 남은 재료 활용]",[점심·저녁],매움,1인분,"[돼지고기 앞다리살, 감자, 애호박, 양파, 두부, 대파, 물, 고추장, 고춧가루, 국간장, 다진 마늘, 식용유]","[100g, 1/2개(100g), 80g, 1/4개(50g), 100g, 15g, 450ml, 20g(1큰술), 3g(1/2큰술), 5ml(1작은술), 5g(1작은술), 5ml(1작은술)]",12,25,보통,"[칼, 도마, 냄비, 국자]",적음,7,"[1. 돼지고기는 3cm 크기, 감자는 1.5cm, 애호박·양파·두부는 2cm 크기로 썬다. ,  2. 냄비에 식용유를 두르고 중불에서 돼지고기를 2분 볶는다. ,  3. 고추장과 고춧가루를 넣고 타지 않게 30초 볶는다. ,  4. 물과 감자를 넣어 센불에서 끓인 뒤 중불로 7분 끓인다. ,  5. 양파와 애호박을 넣고 5분 더 끓인다. ,  6. 두부, 국간장, 다진 마늘을 넣어 3분 끓인다. ,  7. 돼지고기 속이 익고 감자가 부드러우면 대파를 넣고 1분 후 불을 끈다.]","[1. 약 1분 ,  2. 2분 ,  3. 30초 ,  4. 7분 ,  5. 5분 ,  6. 3분 ,  7. 1분]","[1. 불 사용 없음 ,  2. 중불 ,  3. 중불 ,  4. 센 불→중불 ,  5. 중불 ,  6. 중불 ,  7. 불 끔]",조리 후 2시간 안에 밀폐 냉장하고 2일 이내 섭취; 두부 때문에 냉동은 비추천,냄비에서 완전히 끓여 2분 가열,[돼지고기는 참치 통조림 80g 또는 스팸 80g으로 대체 가능],[애호박과 두부 중 하나는 생략 가능],"재료를 비슷한 크기로 썰고, 끓기 시작한 뒤 불을 낮춘 다음 마지막에 간을 맞춘다.",고추장을 센불에 오래 볶으면 쓴맛이 난다. 중불 이하에서 30초만 볶고 바로 물을 넣는다.,3,4
R0025,과일샐러드,샐러드,샐러드,"[사과, 바나나, 귤]","[불 사용 없음, 무치기]","[10분 이하, 불 없이 가능, 설거지 적음, 아침 식사]","[아침, 점심·저녁, 간식]",없음,1인분,"[사과, 바나나, 귤, 플레인 요거트, 꿀, 레몬즙, 견과류]","[1/2개(100g), 1/2개(60g), 1개(80g) 또는 제철 과일 80g, 80g, 10g(2작은술), 5ml(1작은술), 10g(선택)]",7,8,매우 쉬움,"[칼, 도마, 볼, 숟가락]",적음,5,"[1. 사과는 씨를 제거하고 껍질째 1.5cm 크기로 썬다. ,  2. 바나나는 1cm 두께로 썰고 귤은 껍질을 벗겨 한 쪽씩 나눈다. ,  3. 볼에 플레인 요거트, 꿀, 레몬즙을 넣어 섞는다. ,  4. 손질한 과일을 넣고 으깨지지 않게 가볍게 버무린다. ,  5. 견과류를 잘게 부숴 위에 뿌리고 바로 먹는다.]","[1. 약 3분 ,  2. 약 3분 ,  3. 약 1분 ,  4. 약 3분 ,  5. 약 1분]","[1. 불 사용 없음 ,  2. 불 사용 없음 ,  3. 불 사용 없음 ,  4. 불 사용 없음 ,  5. 불 사용 없음]",완성 직후 섭취 권장; 밀폐 냉장 최대 1일; 재가열·냉동하지 않는다,재가열·냉동하지 않는다,"[과일은 총 240g 범위에서 있는 과일로 교체 가능,  요거트는 무가당 두유 요거트로 대체 가능]",[꿀과 견과류는 생략 가능],채소의 물기를 충분히 뺀 뒤 먹기 직전에 양념하면 물이 덜 생기고 간도 흐려지지 않는다.,바나나는 오래 두면 갈변하고 물러진다. 먹기 직전에 자르고 소스와 가볍게 섞는다.,5,5
